Customer_ID,Customer_Name,Segment,City,State,Postal_Code,Region
PM-18940,Paul Macintyre,Consumer,Jackson,Michigan,49201,Central
AT-10435,Alyssa Tate,Home Office,Los Angeles,California,90004,West
CA-12055,Cathy Armstrong,Home Office,Houston,Texas,77070,Central
HR-14830,Harold Ryan,Corporate,Seattle,Washington,98103,West
BT-11530,Bradley Talbott,Home Office,Los Angeles,California,90036,West
LH-16750,Larry Hughes,Consumer,Charlotte,North Carolina,28205,South
SW-20755,Steven Ward,Corporate,New York City,New York,10009,East
SP-20620,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,19134,East
BF-11170,Ben Ferrer,Home Office,Los Angeles,California,90036,West
KT-16480,Kean Thornton,Consumer,Buffalo,New York,14215,East
BG-11695,Brooke Gillingham,Corporate,Cincinnati,Ohio,45231,East
GM-14680,Greg Matthias,Consumer,Seattle,Washington,98105,West
EJ-14155,Eva Jacobs,Consumer,Gulfport,Mississippi,39503,South
NP-18700,Nora Preis,Consumer,Fresno,California,93727,West
MH-18115,Mick Hernandez,Home Office,Chester,Pennsylvania,19013,East
JR-15700,Jocasta Rupert,Consumer,Jacksonville,Florida,32216,South
SM-20950,Suzanne Mcnair,Corporate,Greenville,North Carolina,27834,South
CC-12220,Chris Cortes,Consumer,La Porte,Indiana,46350,Central
PF-19225,Phillip Flathmann,Consumer,San Francisco,California,94122,West
DC-12850,Dan Campbell,Consumer,Florence,Alabama,35630,South
BD-11770,Bryan Davis,Consumer,Houston,Texas,77070,Central
GM-14500,Gene Mcclure,Consumer,Providence,Rhode Island,2908,East
TB-21355,Todd Boyes,Corporate,New York City,New York,10009,East
JH-16180,Justin Hirsh,Consumer,Pueblo,Colorado,81001,West
EB-13975,Erica Bern,Corporate,Fairfield,California,94533,West
QJ-19255,Quincy Jones,Corporate,Saint Paul,Minnesota,55106,Central
TC-21535,Tracy Collins,Home Office,Arlington,Virginia,22204,South
CS-12460,Chuck Sachs,Consumer,Columbus,Georgia,31907,South
HG-14965,Henry Goldwyn,Corporate,Los Angeles,California,90032,West
LW-16825,Laurel Workman,Corporate,Deltona,Florida,32725,South
MC-17575,Matt Collins,Consumer,Cincinnati,Ohio,45231,East
LP-17095,Liz Preis,Consumer,Murray,Kentucky,42071,South
EB-14170,Evan Bailliet,Consumer,Wilmington,North Carolina,28403,South
GZ-14545,George Zrebassa,Corporate,Lawrence,Massachusetts,1841,East
CP-12085,Cathy Prescott,Corporate,Norwich,Connecticut,6360,East
FG-14260,Frank Gastineau,Home Office,San Francisco,California,94110,West
LD-17005,Lisa Decherney,Consumer,San Francisco,California,94109,West
AB-10255,Alejandro Ballentine,Home Office,Lorain,Ohio,44052,East
MN-17935,Michael Nguyen,Consumer,Dallas,Texas,75220,Central
JR-15670,Jim Radford,Consumer,Middletown,Connecticut,6457,East
JF-15190,Jamie Frazer,Consumer,Los Angeles,California,90008,West
CM-12115,Chad Mcguire,Consumer,New York City,New York,10011,East
AS-10045,Aaron Smayling,Corporate,Jacksonville,North Carolina,28540,South
BP-11290,Beth Paige,Consumer,Evanston,Illinois,60201,Central
ND-18370,Natalie Decherney,Consumer,Louisville,Kentucky,40214,South
LB-16735,Larry Blacks,Consumer,Fort Worth,Texas,76106,Central
KT-16465,Kean Takahito,Consumer,Los Angeles,California,90049,West
HM-14860,Harry Marie,Corporate,Philadelphia,Pennsylvania,19120,East
AB-10600,Ann Blume,Corporate,Tucson,Arizona,85705,West
SZ-20035,Sam Zeldin,Home Office,Pico Rivera,California,90660,West
MG-17890,Michael Granlund,Home Office,Clinton,Maryland,20735,East
JK-16120,Julie Kriz,Home Office,Aurora,Illinois,60505,Central
PP-18955,Paul Prost,Home Office,Smyrna,Georgia,30080,South
YS-21880,Yana Sorensen,Corporate,Burlington,North Carolina,27217,South
KM-16375,Katherine Murray,Home Office,Salem,Virginia,24153,South
AB-10105,Adrian Barton,Consumer,Phoenix,Arizona,85023,West
HA-14905,Helen Abelman,Consumer,New York City,New York,10024,East
BT-11305,Beth Thompson,Home Office,Costa Mesa,California,92627,West
SV-20815,Stuart Van,Corporate,Houston,Texas,77041,Central
RW-19540,Rick Wilson,Corporate,Mesa,Arizona,85204,West
DK-12835,Damala Kotsonis,Corporate,Salinas,California,93905,West
ST-20530,Shui Tom,Consumer,Parma,Ohio,44134,East
MM-17920,Michael Moore,Consumer,San Francisco,California,94110,West
PW-19030,Pauline Webber,Corporate,Richmond,Kentucky,40475,South
SC-20440,Shaun Chance,Corporate,Aurora,Colorado,80013,West
TS-21085,Thais Sissman,Consumer,Phoenix,Arizona,85023,West
MC-17425,Mark Cousins,Corporate,Mobile,Alabama,36608,South
ME-17320,Maria Etezadi,Home Office,Columbus,Georgia,31907,South
NH-18610,Nicole Hansen,Corporate,Irving,Texas,75061,Central
MB-18085,Mick Brown,Consumer,Vineland,New Jersey,8360,East
KD-16495,Keith Dawkins,Corporate,New York City,New York,10009,East
KN-16390,Katherine Nockton,Corporate,Los Angeles,California,90004,West
NP-18685,Nora Pelletier,Home Office,Niagara Falls,New York,14304,East
CS-12505,Cindy Stewart,Consumer,Thomasville,North Carolina,27360,South
MS-17770,Maxwell Schwartz,Consumer,New York City,New York,10035,East
CM-12655,Corinna Mitchell,Home Office,Los Angeles,California,90008,West
Co-12640,Corey-Lock,Consumer,Philadelphia,Pennsylvania,19143,East
TS-21370,Todd Sumrall,Corporate,New York City,New York,10035,East
JW-15220,Jane Waco,Corporate,Vancouver,Washington,98661,West
JD-15790,John Dryer,Consumer,Coppell,Texas,75019,Central
PC-19000,Pauline Chand,Home Office,Los Angeles,California,90004,West
AR-10540,Andy Reiter,Consumer,New York City,New York,10024,East
AI-10855,Arianne Irving,Consumer,Philadelphia,Pennsylvania,19120,East
TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,98105,West
PL-18925,Paul Lucas,Home Office,Chicago,Illinois,60610,Central
GH-14425,Gary Hwang,Consumer,Tucson,Arizona,85705,West
MP-18175,Mike Pelletier,Home Office,Laguna Niguel,California,92677,West
JM-15655,Jim Mitchum,Corporate,Bridgeton,New Jersey,8302,East
CL-11890,Carl Ludwig,Consumer,Everett,Massachusetts,2149,East
DB-13270,Deborah Brumfield,Home Office,San Diego,California,92024,West
IG-15085,Ivan Gibson,Consumer,San Diego,California,92024,West
BO-11425,Bobby Odegard,Consumer,Richmond,Kentucky,40475,South
AB-10150,Aimee Bixby,Consumer,Long Beach,New York,11561,East
JW-16075,Julia West,Consumer,Philadelphia,Pennsylvania,19140,East
EB-13750,Edward Becker,Corporate,Seattle,Washington,98103,West
SG-20470,Sheri Gordon,Consumer,New York City,New York,10011,East
CM-12190,Charlotte Melton,Consumer,Philadelphia,Pennsylvania,19134,East
AW-10840,Anthony Witt,Consumer,Allen,Texas,75002,Central
MC-18100,Mick Crebagga,Consumer,El Paso,Texas,79907,Central
TT-21460,Tonja Turnell,Home Office,Aurora,Illinois,60505,Central
VG-21805,Vivek Grady,Corporate,Virginia Beach,Virginia,23464,South
MY-18295,Muhammed Yedwab,Corporate,Grapevine,Texas,76051,Central
RD-19480,Rick Duston,Consumer,Olympia,Washington,98502,West
DP-13390,Dennis Pardue,Home Office,Peoria,Illinois,61604,Central
ML-17395,Marina Lichtenstein,Corporate,Los Angeles,California,90008,West
JC-15385,Jenna Caffey,Consumer,Kent,Washington,98031,West
JG-15160,James Galang,Consumer,Los Angeles,California,90049,West
MC-17275,Marc Crier,Consumer,Lafayette,Louisiana,70506,South
NW-18400,Natalie Webber,Consumer,Tigard,Oregon,97224,West
TB-21280,Toby Braunhardt,Consumer,Washington,District Of Columbia,20016,East
BS-11380,Bill Stewart,Corporate,Skokie,Illinois,60076,Central
HH-15010,Hilary Holden,Corporate,San Francisco,California,94110,West
CD-12280,Christina Demoss,Consumer,Seattle,Washington,98105,West
TH-21100,Thea Hendricks,Consumer,Los Angeles,California,90045,West
MM-18055,Michelle Moray,Consumer,Seattle,Washington,98115,West
NS-18505,Neola Schneider,Consumer,Dallas,Texas,75217,Central
RB-19645,Robert Barroso,Corporate,North Las Vegas,Nevada,89031,West
SW-20455,Shaun Weien,Consumer,Suffolk,Virginia,23434,South
EB-13930,Eric Barreto,Consumer,San Francisco,California,94110,West
PS-18760,Pamela Stobb,Consumer,Los Angeles,California,90008,West
HF-14995,Herbert Flentye,Consumer,Indianapolis,Indiana,46203,Central
HZ-14950,Henia Zydlo,Consumer,Columbus,Ohio,43229,East
CD-12790,Cynthia Delaney,Home Office,San Diego,California,92037,West
JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West
FM-14215,Filia Mcadams,Corporate,Dublin,Ohio,43017,East
ED-13885,Emily Ducich,Home Office,San Diego,California,92037,West
DA-13450,Dianna Arnett,Home Office,Houston,Texas,77095,Central
JW-15955,Joni Wasserman,Consumer,Oakland,California,94601,West
RM-19375,Raymond Messe,Consumer,Houston,Texas,77095,Central
ML-17755,Max Ludwig,Home Office,Suffolk,Virginia,23434,South
CC-12685,Craig Carroll,Consumer,Greensboro,North Carolina,27405,South
JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,53209,Central
RP-19855,Roy Phan,Corporate,Kenosha,Wisconsin,53142,Central
TB-21175,Thomas Boland,Corporate,Houston,Texas,77041,Central
BE-11455,Brad Eason,Home Office,Olathe,Kansas,66062,Central
JF-15565,Jill Fjeld,Consumer,Dallas,Texas,75081,Central
PB-19210,Phillip Breyer,Corporate,Tulsa,Oklahoma,74133,Central
BT-11680,Brian Thompson,Consumer,Newark,Ohio,43055,East
JL-15235,Janet Lee,Consumer,Chicago,Illinois,60623,Central
CH-12070,Cathy Hwang,Home Office,Raleigh,North Carolina,27604,South
ND-18460,Neil Ducich,Corporate,Macon,Georgia,31204,South
BF-10975,Barbara Fisher,Corporate,Charlotte,North Carolina,28205,South
KH-16330,Katharine Harms,Corporate,Bowling Green,Kentucky,42104,South
GW-14605,Giulietta Weimer,Consumer,Seattle,Washington,98115,West
NC-18625,Noah Childs,Corporate,Aurora,Colorado,80013,West
ME-18010,Michelle Ellison,Corporate,San Francisco,California,94122,West
BP-11230,Benjamin Patterson,Consumer,Spokane,Washington,99207,West
JC-15775,John Castell,Consumer,San Antonio,Texas,78207,Central
AS-10090,Adam Shillingsburg,Consumer,Charlottesville,Virginia,22901,South
AC-10450,Amy Cox,Consumer,Minneapolis,Minnesota,55407,Central
MD-17860,Michael Dominguez,Corporate,Indianapolis,Indiana,46203,Central
DB-13660,Duane Benoit,Consumer,Oceanside,New York,11572,East
EH-13990,Erica Hackney,Consumer,Roswell,Georgia,30076,South
EH-13765,Edward Hooks,Corporate,Watertown,New York,13601,East
SC-20230,Scot Coram,Corporate,Arlington,Texas,76017,Central
JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020,West
AC-10615,Ann Chong,Corporate,New York City,New York,10009,East
JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60610,Central
CB-12415,Christy Brittain,Consumer,Columbus,Ohio,43229,East
JS-16030,Joy Smith,Consumer,Houston,Texas,77036,Central
LW-17215,Luke Weiss,Consumer,Pasadena,California,91104,West
SC-20800,Stuart Calhoun,Consumer,Houston,Texas,77041,Central
AM-10705,Anne Mcfarland,Consumer,Auburn,Alabama,36830,South
RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,2908,East
CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,55901,Central
MC-17590,Matt Collister,Corporate,Perth Amboy,New Jersey,8861,East
CC-12610,Corey Catlett,Corporate,Philadelphia,Pennsylvania,19134,East
KA-16525,Kelly Andreada,Consumer,Ontario,California,91761,West
TC-20980,Tamara Chand,Corporate,Seattle,Washington,98105,West
BF-11080,Bart Folk,Consumer,Baltimore,Maryland,21215,East
MM-17260,Magdelene Morse,Consumer,Wilmington,Delaware,19805,East
AH-10120,Adrian Hane,Home Office,Tucson,Arizona,85705,West
BW-11200,Ben Wallace,Consumer,Boynton Beach,Florida,33437,South
SW-20245,Scot Wooten,Consumer,Stockton,California,95207,West
BS-11665,Brian Stugart,Consumer,Philadelphia,Pennsylvania,19143,East
RF-19345,Randy Ferguson,Corporate,Dover,New Hampshire,3820,East
WB-21850,William Brown,Consumer,Philadelphia,Pennsylvania,19134,East
TB-21625,Trudy Brown,Consumer,Grand Prairie,Texas,75051,Central
AF-10870,Art Ferguson,Consumer,College Station,Texas,77840,Central
RB-19435,Richard Bierner,Consumer,Saint Louis,Missouri,63116,Central
KF-16285,Karen Ferguson,Home Office,Manteca,California,95336,West
JH-15820,John Huston,Consumer,Kent,Ohio,44240,East
IL-15100,Ivan Liston,Consumer,San Francisco,California,94122,West
PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,84106,West
RH-19600,Rob Haberlin,Consumer,Huntsville,Alabama,35810,South
AW-10930,Arthur Wiediger,Home Office,Aurora,Illinois,60505,Central
ML-17410,Maris Laware,Consumer,Fairfield,Connecticut,6824,East
DB-13555,Dorothy Badders,Corporate,Jacksonville,Florida,32216,South
MH-17620,Matt Hagelstein,Corporate,San Francisco,California,94110,West
DK-13375,Dennis Kane,Consumer,Marion,Ohio,43302,East
BT-11440,Bobby Trafton,Consumer,Littleton,Colorado,80122,West
DB-13405,Denny Blanton,Consumer,La Porte,Indiana,46350,Central
TG-21310,Toby Gnade,Consumer,Los Angeles,California,90049,West
BF-11005,Barry Franz,Home Office,Pasadena,California,91104,West
JM-16195,Justin Mackendrick,Consumer,Los Angeles,California,90004,West
MZ-17335,Maria Zettner,Home Office,San Diego,California,92024,West
MW-18220,Mitch Webber,Consumer,New York City,New York,10035,East
MV-17485,Mark Van Huff,Consumer,Arlington,Virginia,22204,South
SM-20320,Sean Miller,Home Office,Monroe,North Carolina,28110,South
TP-21415,Tom Prescott,Consumer,Seattle,Washington,98115,West
JK-15625,Jim Karlsson,Consumer,Seattle,Washington,98115,West
PJ-18835,Patrick Jones,Corporate,Murfreesboro,Tennessee,37130,South
RS-19420,Ricardo Sperren,Corporate,Seattle,Washington,98115,West
SV-20935,Susan Vittorini,Consumer,New York City,New York,10009,East
BC-11125,Becky Castell,Home Office,Peoria,Arizona,85345,West
EM-13825,Elizabeth Moffitt,Corporate,Sioux Falls,South Dakota,57103,Central
BM-11575,Brendan Murry,Corporate,New York City,New York,10035,East
KN-16705,Kristina Nunn,Home Office,Fort Collins,Colorado,80525,West
KW-16570,Kelly Williams,Consumer,Clarksville,Tennessee,37042,South
SC-20260,Scott Cohen,Corporate,San Francisco,California,94122,West
CV-12295,Christina Vanderzanden,Consumer,Fresno,California,93727,West
SG-20605,Speros Goranitis,Consumer,New York City,New York,10009,East
TM-21010,Tamara Manning,Consumer,San Francisco,California,94122,West
EM-13810,Eleni Mccrary,Corporate,Los Angeles,California,90036,West
ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,87105,West
CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,60126,Central
AZ-10750,Annie Zypern,Consumer,New York City,New York,10009,East
PW-19240,Pierre Wener,Consumer,Louisville,Colorado,80027,West
SC-20380,Shahid Collister,Consumer,Seattle,Washington,98115,West
CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,28314,South
GM-14695,Greg Maxwell,Corporate,Los Angeles,California,90036,West
TB-21250,Tim Brockman,Consumer,New York City,New York,10024,East
JM-15865,John Murray,Consumer,Jamestown,New York,14701,East
SC-20575,Sonia Cooley,Consumer,Mishawaka,Indiana,46544,Central
LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,60076,Central
RR-19315,Ralph Ritter,Consumer,San Francisco,California,94110,West
DB-12910,Daniel Byrd,Home Office,Tampa,Florida,33614,South
TT-21220,Thomas Thornton,Consumer,Houston,Texas,77041,Central
LO-17170,Lori Olson,Corporate,La Quinta,California,92253,West
KD-16615,Ken Dana,Corporate,Scottsdale,Arizona,85254,West
NB-18580,Nicole Brennan,Corporate,Philadelphia,Pennsylvania,19134,East
BD-11635,Brian Derr,Consumer,Bowling Green,Kentucky,42104,South
CM-12235,Chris Mcafee,Consumer,Carrollton,Texas,75007,Central
EN-13780,Edward Nazzal,Consumer,New York City,New York,10035,East
KN-16450,Kean Nguyen,Corporate,Jacksonville,Florida,32216,South
BO-11350,Bill Overfelt,Corporate,Los Angeles,California,90045,West
AG-10300,Aleksandra Gannaway,Corporate,Los Angeles,California,90049,West
MC-17635,Matthew Clasen,Corporate,Saint Louis,Missouri,63116,Central
TA-21385,Tom Ashbrook,Home Office,New York City,New York,10024,East
JF-15295,Jason Fortune-,Consumer,Seattle,Washington,98103,West
TT-21265,Tim Taslimi,Corporate,Los Angeles,California,90045,West
SB-20170,Sarah Bern,Consumer,New York City,New York,10035,East
CL-12700,Craig Leslie,Home Office,Springfield,Missouri,65807,Central
HG-15025,Hunter Glantz,Consumer,Amarillo,Texas,79109,Central
NL-18310,Nancy Lomonaco,Home Office,Los Angeles,California,90045,West
RR-19525,Rick Reed,Corporate,Lowell,Massachusetts,1852,East
TC-21295,Toby Carlisle,Consumer,San Diego,California,92024,West
SV-20785,Stewart Visinsky,Consumer,Pueblo,Colorado,81001,West
BE-11410,Bobby Elias,Consumer,Lancaster,Ohio,43130,East
SC-20680,Steve Carroll,Home Office,Columbus,Georgia,31907,South
DF-13135,David Flashing,Consumer,Vallejo,California,94591,West
FH-14350,Fred Harton,Consumer,Seattle,Washington,98105,West
MS-17530,Marybeth Skach,Consumer,San Diego,California,92037,West
RH-19555,Ritsa Hightower,Consumer,Tallahassee,Florida,32303,South
GA-14515,George Ashbrook,Consumer,San Francisco,California,94122,West
JP-16135,Julie Prescott,Home Office,Columbus,Georgia,31907,South
Dp-13240,Dean Percer,Home Office,Murray,Utah,84107,West
MO-17950,Michael Oakman,Consumer,Dallas,Texas,75220,Central
DL-13330,Denise Leinenbach,Consumer,Las Cruces,New Mexico,88001,West
MH-18025,Michelle Huthwaite,Consumer,Seattle,Washington,98115,West
DR-12940,Daniel Raglin,Home Office,Franklin,Massachusetts,2038,East
DM-13015,Darrin Martin,Consumer,Encinitas,California,92024,West
CA-11965,Carol Adams,Corporate,Hoover,Alabama,35244,South
AC-10660,Anna Chung,Consumer,Huntsville,Texas,77340,Central
DM-13345,Denise Monton,Corporate,Roswell,Georgia,30076,South
VF-21715,Vicky Freymann,Home Office,Columbus,Indiana,47201,Central
CC-12370,Christopher Conant,Consumer,Fayetteville,North Carolina,28314,South
BF-11275,Beth Fritzler,Corporate,Tucson,Arizona,85705,West
HG-14845,Harry Greene,Consumer,Lake Charles,Louisiana,70601,South
BP-11155,Becky Pak,Consumer,Columbus,Georgia,31907,South
EM-14140,Eugene Moren,Home Office,Glendale,Arizona,85301,West
MA-17995,Michelle Arnett,Home Office,Watertown,New York,13601,East
AY-10555,Andy Yotov,Corporate,Oceanside,California,92054,West
GB-14575,Giulietta Baptist,Consumer,Philadelphia,Pennsylvania,19134,East
JB-16045,Julia Barnett,Home Office,Columbus,Georgia,31907,South
MG-17875,Michael Grace,Home Office,New York City,New York,10011,East
SR-20425,Sharelle Roach,Home Office,Louisville,Colorado,80027,West
JB-16000,Joy Bell-,Consumer,Brownsville,Texas,78521,Central
DM-12955,Dario Medina,Corporate,Lincoln Park,Michigan,48146,Central
TC-21475,Tony Chapman,Home Office,Columbus,Georgia,31907,South
SW-20350,Sean Wendt,Home Office,Detroit,Michigan,48227,Central
RE-19450,Richard Eichhorn,Consumer,Dallas,Texas,75081,Central
BF-11215,Benjamin Farhat,Home Office,Albuquerque,New Mexico,87105,West
KB-16405,Katrina Bavinger,Home Office,Apple Valley,California,92307,West
JG-15310,Jason Gross,Corporate,Providence,Rhode Island,2908,East
EC-14050,Erin Creighton,Consumer,New York City,New York,10024,East
EB-14110,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,19134,East
JP-15460,Jennifer Patt,Corporate,Oceanside,New York,11572,East
CS-11845,Cari Sayre,Corporate,Seattle,Washington,98105,West
GH-14410,Gary Hansen,Home Office,Glendale,Arizona,85301,West
PT-19090,Pete Takahito,Consumer,Houston,Texas,77070,Central
JL-15130,Jack Lebron,Consumer,Houston,Texas,77036,Central
AH-10030,Aaron Hawkins,Corporate,Philadelphia,Pennsylvania,19134,East
CC-12475,Cindy Chapman,Consumer,New York City,New York,10024,East
DW-13195,David Wiener,Corporate,Houston,Texas,77095,Central
SJ-20215,Sarah Jordon,Consumer,Grand Prairie,Texas,75051,Central
BG-11740,Bruce Geld,Consumer,Philadelphia,Pennsylvania,19120,East
LB-16795,Laurel Beltran,Home Office,Highland Park,Illinois,60035,Central
CM-11815,Candace Mcmahon,Corporate,Pasadena,Texas,77506,Central
EH-14185,Evan Henry,Consumer,Decatur,Alabama,35601,South
TS-21505,Tony Sayre,Consumer,Columbia,Tennessee,38401,South
PR-18880,Patrick Ryan,Consumer,Oakland,California,94601,West
LC-17050,Liz Carlisle,Consumer,Mission Viejo,California,92691,West
CS-12490,Cindy Schnelling,Corporate,Conroe,Texas,77301,Central
DH-13075,Dave Hallsten,Corporate,Richmond,Kentucky,40475,South
JO-15145,Jack O'Briant,Corporate,Philadelphia,Pennsylvania,19140,East
AH-10690,Anna Häberlin,Corporate,New York City,New York,10024,East
HJ-14875,Heather Jas,Home Office,Jacksonville,Florida,32216,South
MH-17455,Mark Hamilton,Consumer,Jacksonville,North Carolina,28540,South
RD-19930,Russell D'Ascenzo,Consumer,Austin,Texas,78745,Central
SC-20020,Sam Craven,Consumer,Plano,Texas,75023,Central
SU-20665,Stephanie Ulpright,Home Office,Jackson,Mississippi,39212,South
FC-14335,Fred Chung,Corporate,Mesquite,Texas,75150,Central
RB-19330,Randy Bradley,Consumer,Philadelphia,Pennsylvania,19143,East
NC-18535,Nick Crebassa,Corporate,Dallas,Texas,75217,Central
DB-12970,Darren Budd,Corporate,Los Angeles,California,90004,West
MF-17665,Maureen Fritzler,Corporate,Toledo,Ohio,43615,East
RM-19750,Roland Murray,Consumer,New York City,New York,10011,East
VM-21835,Vivian Mathis,Consumer,Newark,Delaware,19711,East
EJ-13720,Ed Jacobs,Consumer,San Diego,California,92037,West
NC-18415,Nathan Cano,Consumer,Jacksonville,North Carolina,28540,South
LS-17230,Lycoris Saunders,Consumer,Dover,Delaware,19901,East
KE-16420,Katrina Edelman,Corporate,Bristol,Tennessee,37620,South
DH-13675,Duane Huffman,Home Office,Quincy,Massachusetts,2169,East
PF-19120,Peter Fuller,Consumer,Gilbert,Arizona,85234,West
VT-21700,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,19143,East
MG-17695,Maureen Gnade,Consumer,Buffalo,New York,14215,East
SP-20920,Susan Pistek,Consumer,Los Angeles,California,90036,West
CS-12175,Charles Sheldon,Corporate,Columbia,Tennessee,38401,South
DK-12895,Dana Kaydos,Consumer,Kenosha,Wisconsin,53142,Central
KM-16660,Khloe Miller,Consumer,Roswell,Georgia,30076,South
AA-10645,Anna Andreadi,Consumer,Chester,Pennsylvania,19013,East
DD-13570,Dorothy Dickinson,Consumer,Houston,Texas,77041,Central
AH-10465,Amy Hunt,Consumer,New York City,New York,10035,East
TP-21565,Tracy Poddar,Corporate,Aurora,Colorado,80013,West
EK-13795,Eileen Kiefer,Home Office,Santa Ana,California,92704,West
CR-12820,Cyra Reiten,Home Office,New York City,New York,10035,East
SG-20890,Susan Gilcrest,Corporate,Mcallen,Texas,78501,Central
AH-10585,Angele Hood,Consumer,Chicago,Illinois,60623,Central
NF-18475,Neil Französisch,Home Office,Rockford,Illinois,61107,Central
BS-11365,Bill Shonely,Corporate,New York City,New York,10011,East
SH-20635,Stefanie Holloman,Corporate,Jackson,Tennessee,38301,South
RD-19720,Roger Demir,Consumer,Daytona Beach,Florida,32114,South
AG-10330,Alex Grayson,Consumer,Stockton,California,95207,West
GR-14560,Georgia Rosenberg,Corporate,San Francisco,California,94110,West
VS-21820,Vivek Sundaresam,Consumer,Los Angeles,California,90036,West
TM-21490,Tony Molinari,Consumer,Oklahoma City,Oklahoma,73120,Central
TS-21430,Tom Stivers,Corporate,Los Angeles,California,90045,West
DB-13360,Dennis Bolton,Home Office,New York City,New York,10009,East
NR-18550,Nick Radford,Consumer,Aurora,Illinois,60505,Central
CS-11860,Cari Schnelling,Consumer,Jacksonville,North Carolina,28540,South
MF-18250,Monica Federle,Corporate,Los Angeles,California,90036,West
LW-17125,Liz Willingham,Consumer,Norwich,Connecticut,6360,East
AR-10345,Alex Russell,Corporate,Lawrence,Massachusetts,1841,East
KS-16300,Karen Seio,Corporate,Lehi,Utah,84043,West
AB-10015,Aaron Bergman,Consumer,Seattle,Washington,98103,West
LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,19134,East
SS-20410,Shahid Shariari,Consumer,Los Angeles,California,90008,West
JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,28110,South
JK-15325,Jason Klamczynski,Corporate,Dallas,Texas,75220,Central
DM-13525,Don Miller,Corporate,Houston,Texas,77070,Central
ML-18265,Muhammed Lee,Consumer,Seattle,Washington,98103,West
MH-17290,Marc Harrigan,Home Office,Los Angeles,California,90036,West
FC-14245,Frank Carlisle,Home Office,Lakewood,Ohio,44107,East
TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140,East
JK-16090,Juliana Krohn,Consumer,Omaha,Nebraska,68104,Central
SB-20185,Sarah Brown,Consumer,Concord,New Hampshire,3301,East
BG-11035,Barry Gonzalez,Consumer,Monroe,Louisiana,71203,South
BW-11065,Barry Weirich,Consumer,Raleigh,North Carolina,27604,South
MG-18205,Mitch Gastineau,Corporate,Jacksonville,Florida,32216,South
DO-13645,Doug O'Connell,Consumer,Los Angeles,California,90036,West
BP-11050,Barry Pond,Corporate,Cranston,Rhode Island,2920,East
TS-21655,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,53209,Central
EM-14200,Evan Minnotte,Home Office,Virginia Beach,Virginia,23464,South
AO-10810,Anthony O'Donnell,Corporate,Los Angeles,California,90045,West
MH-17440,Mark Haberlin,Corporate,New York City,New York,10035,East
SS-20515,Shirley Schmidt,Home Office,Louisville,Kentucky,40214,South
LD-16855,Lela Donovan,Corporate,Chicago,Illinois,60653,Central
VP-21760,Victoria Pisteka,Corporate,San Francisco,California,94109,West
TC-21145,Theresa Coyne,Corporate,Lakewood,New Jersey,8701,East
IM-15055,Ionia Mcgrath,Consumer,Roseville,California,95661,West
AR-10570,Anemone Ratner,Consumer,Columbus,Georgia,31907,South
CM-12715,Craig Molinari,Corporate,Huntsville,Texas,77340,Central
FW-14395,Fred Wasserman,Corporate,Huntsville,Alabama,35810,South
LC-16960,Lindsay Castell,Home Office,Arlington,Virginia,22204,South
HE-14800,Harold Engle,Corporate,Chicago,Illinois,60623,Central
BD-11560,Brendan Dodson,Home Office,Fresno,California,93727,West
HD-14785,Harold Dahlen,Home Office,Philadelphia,Pennsylvania,19143,East
CJ-11875,Carl Jackson,Corporate,Philadelphia,Pennsylvania,19140,East
RS-19870,Roy Skaria,Home Office,Burlington,Iowa,52601,Central
SC-20845,Sung Chung,Consumer,Arlington Heights,Illinois,60004,Central
RE-19405,Ricardo Emerson,Consumer,Kent,Ohio,44240,East
SM-20905,Susan Mackendrick,Consumer,Newark,Ohio,43055,East
